Sample #,Image Type,Query,True Label,Model Response,Correctness Score
Sample 64,Super Decreased Sharpness,Wjhat is the average of the biggest dip of the bad and good sentiment line?,35.5,"The biggest dips are from 71% to 57% for the ""Bad"" line and from 41% to 29% for the ""Good"" line. 

Average dip = (71 - 57 + 41 - 29) / 2 = 13.",0.0
Sample 64,Inverted,Wjhat is the average of the biggest dip of the bad and good sentiment line?,35.5,"The biggest dip for the ""Bad"" sentiment line is from 71 to 57, a drop of 14 points.

The biggest dip for the ""Good"" sentiment line is from 42 to 29, a drop of 13 points.

The average of these dips is \((14 + 13) / 2 = 13.5\).",0.0
Sample 64,Super Sharp and Super Saturated,Wjhat is the average of the biggest dip of the bad and good sentiment line?,35.5,"The biggest dip in the ""bad"" sentiment line is from 71 to 42, a change of 29. The biggest dip in the ""good"" sentiment line is from 41 to 29, a change of 12. 

Average dip = (29 + 12) / 2 = 20.5.",0.0
Sample 65,Baseline,What the peak values among all data  points?,89,"Substantive: 89%  
Ceremonial: 37%",0.9
Sample 65,Black and White,What the peak values among all data  points?,89,The peak values are 89% for substantive laws and 37% for ceremonial laws.,0.5
Sample 65,Vertically Stretched,What the peak values among all data  points?,89,"The peak value for substantive laws is 89% (105th Congress), and for ceremonial laws, it is 37% (101st Congress).",0.9
Sample 65,Horizontally Stretched,What the peak values among all data  points?,89,"Substantive: 89%
Ceremonial: 37%",0.0
Sample 65,Squeezed Vertically,What the peak values among all data  points?,89,"89% (Substantive), 37% (Ceremonial).",0.7
Sample 65,Squeezed Horizontally,What the peak values among all data  points?,89,"Substantive: 89%  
Ceremonial: 37%",0.4
Sample 65,Downscaled,What the peak values among all data  points?,89,"The peak value for substantive laws is 89%, and for ceremonial laws, it is 37%.",0.7
Sample 65,Upscaled,What the peak values among all data  points?,89,"The peak value for substantive laws is 89%, and for ceremonial laws, it's 37%.",0.7
Sample 65,Increased Saturation,What the peak values among all data  points?,89,"The peak value for substantive laws is 89%, and for ceremonial laws is 37%.",0.7
Sample 65,Super Increased Saturation,What the peak values among all data  points?,89,"Substantive: 89%
Ceremonial: 37%",0.7
Sample 65,Decreased Saturation,What the peak values among all data  points?,89,89% (Substantive) and 37% (Ceremonial).,0.9
Sample 65,Super Decreased Saturation,What the peak values among all data  points?,89,"The peak value for substantive laws is 89% in the 105th Congress, and for ceremonial laws, it is 37% in the 101st Congress.",0.7
Sample 65,Increased Brightness,What the peak values among all data  points?,89,The peak values are 89% for Substantive laws and 36% for Ceremonial laws.,0.7
Sample 65,Super Increased Brightness,What the peak values among all data  points?,89,The peak value is 89%.,1.0
Sample 65,Decreased Brightness,What the peak values among all data  points?,89,The peak values are 89% for substantive laws and 37% for ceremonial laws.,0.9
Sample 65,Super Decreased Brightness,What the peak values among all data  points?,89,"Substantive: 89%  
Ceremonial: 37%",0.4
Sample 65,Increased Contrast,What the peak values among all data  points?,89,"Substantive: 89%  
Ceremonial: 37%",0.4
Sample 65,Super Increased Contrast,What the peak values among all data  points?,89,"The peak value for substantive laws is 89%, and for ceremonial laws, it is 37%.",0.9
Sample 65,Decreased Contrast,What the peak values among all data  points?,89,The peak value for substantive laws is 89%. The peak value for ceremonial laws is 37%.,1.0
Sample 65,Super Decreased Contrast,What the peak values among all data  points?,89,The peak value for substantive laws is 89%. The peak for ceremonial laws is 36%.,0.0
Sample 65,Increased Sharpness,What the peak values among all data  points?,89,"Substantive: 89%  
Ceremonial: 37%",0.6
Sample 65,Super Increased Sharpness,What the peak values among all data  points?,89,The peak values are 89% for substantive laws and 37% for ceremonial laws.,0.7
Sample 65,Decreased Sharpness,What the peak values among all data  points?,89,The peak values are 89% for substantive laws (105th Congress) and 37% for ceremonial laws (101st Congress).,0.6
Sample 65,Super Decreased Sharpness,What the peak values among all data  points?,89,"Substantive: 89%  
Ceremonial: 37%",0.7
Sample 65,Inverted,What the peak values among all data  points?,89,"The peak value for substantive laws is 89%, and for ceremonial laws, it is 37%.",0.0
Sample 65,Super Sharp and Super Saturated,What the peak values among all data  points?,89,"The peak value for substantive laws is 89%, and for ceremonial laws, it's 37%.",0.0
Sample 66,Baseline,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the difference is at least 37 in each year shown.",0.0
Sample 66,Black and White,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentage difference is not at least 37 across all years. For example, in the 110th Congress, the difference is only 28%.",1.0
Sample 66,Vertically Stretched,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than those of ceremonial laws by at least 37 in all years shown.",0.0
Sample 66,Horizontally Stretched,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the differences are not at least 37 in all years.",1.0
Sample 66,Squeezed Vertically,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than ceremonial laws by at least 37 across all years shown.",0.0
Sample 66,Squeezed Horizontally,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages of substantive laws passed are not greater than ceremonial by at least 37 across all years.",1.0
Sample 66,Downscaled,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than those of ceremonial laws by at least 37 across all the years shown.",0.0
Sample 66,Upscaled,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages are not greater by at least 37 in the 110th and 115th Congresses. The differences are 28 and 37, respectively.",1.0
Sample 66,Increased Saturation,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the difference is not at least 37 in all years. It is 26 in the 110th Congress (64% - 36%).",1.0
Sample 66,Super Increased Saturation,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages of substantive laws passed are not greater than ceremonial by at least 37 across all years. For example, in the 115th Congress, the difference is 69% - 32% = 37%, which is exactly 37, and not greater for some other years.",1.0
Sample 66,Decreased Saturation,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than that of ceremonial laws by at least 37 across all years shown.",0.0
Sample 66,Super Decreased Saturation,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the gap was less than 37 in the 110th Congress (64% substantive and 36% ceremonial).",1.0
Sample 66,Increased Brightness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages are not greater by at least 37 across all years. For instance, in the 110th Congress, the difference between substantive (64%) and ceremonial (36%) laws is only 28%.",1.0
Sample 66,Super Increased Brightness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentage of substantive laws is not at least 37% greater than ceremonial laws for the 105th and 110th Congresses.",1.0
Sample 66,Decreased Brightness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages of substantive laws passed are not greater by at least 37 in the 101st, 110th, and 115th Congresses.",1.0
Sample 66,Super Decreased Brightness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, for the 110th Congress, the difference is 28 points (64% substantive - 36% ceremonial).",1.0
Sample 66,Increased Contrast,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than ceremonial by at least 37 across all years shown.",0.0
Sample 66,Super Increased Contrast,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the difference is not always at least 37 percentage points. In some instances, like the 101st (63% vs. 37%) and 110th Congresses (64% vs. 36%), the difference is exactly 26 and 28 percentage points, respectively.",1.0
Sample 66,Decreased Contrast,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages of substantive laws passed are not greater than that of ceremonial by at least 37 across all years. For the 110th Congress, the difference is only 28% (64% substantive vs. 36% ceremonial).",1.0
Sample 66,Super Decreased Contrast,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the difference is not greater than 37 across all years.",1.0
Sample 66,Increased Sharpness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the difference is not at least 37 percent in all years. It meets or exceeds this difference in the 105th (78%), 110th (28%), and 115th (37%) Congresses, but not in the 101st (26%).",0.0
Sample 66,Super Increased Sharpness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentage differences are not greater than 37 across all years. For instance, in the 110th Congress (2007-09), the difference is only 28% (64% substantive - 36% ceremonial).",1.0
Sample 66,Decreased Sharpness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages are not greater by at least 37 across all years. For example, in the 110th Congress, the difference was 28% (64% substantive, 36% ceremonial).",1.0
Sample 66,Super Decreased Sharpness,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than ceremonial laws by at least 37 across all years shown.",0.0
Sample 66,Inverted,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"Yes, the percentages of substantive laws passed are greater than ceremonial laws by at least 37 across all years shown.",0.0
Sample 66,Super Sharp and Super Saturated,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,No,"No, the percentages of substantive laws passed are not greater than ceremonial laws by at least 37 across all years. Some years, like the 110th Congress, have a difference less than 37.",1.0
Sample 67,Baseline,When does the good rating reach the peak?,2013,The good rating reaches its peak in 2013.,1.0
Sample 67,Black and White,When does the good rating reach the peak?,2013,"In 2013, at 44%.",0.7
Sample 67,Vertically Stretched,When does the good rating reach the peak?,2013,The good rating reaches its peak in 2013 at 44%.,1.0
Sample 67,Horizontally Stretched,When does the good rating reach the peak?,2013,"In 2013, the good rating reaches its peak at 44%.",1.0
Sample 67,Squeezed Vertically,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Squeezed Horizontally,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Downscaled,When does the good rating reach the peak?,2013,The good rating reaches its peak at 29% in 2013.,1.0
Sample 67,Upscaled,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Increased Saturation,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Super Increased Saturation,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Decreased Saturation,When does the good rating reach the peak?,2013,The good rating reaches its peak in 2013 at 44%.,1.0
Sample 67,Super Decreased Saturation,When does the good rating reach the peak?,2013,"In 2013, with 44%.",0.7
Sample 67,Increased Brightness,When does the good rating reach the peak?,2013,"In 2013, the good rating reaches its peak at 44%.",1.0
Sample 67,Super Increased Brightness,When does the good rating reach the peak?,2013,In 2013.,1.0
Sample 67,Decreased Brightness,When does the good rating reach the peak?,2013,In 2013.,0.9
Sample 67,Super Decreased Brightness,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Increased Contrast,When does the good rating reach the peak?,2013,"In 2013, the good rating reaches its peak at 44%.",0.7
Sample 67,Super Increased Contrast,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Decreased Contrast,When does the good rating reach the peak?,2013,2013,1.0
Sample 67,Super Decreased Contrast,When does the good rating reach the peak?,2013,"In 2013, the good rating reaches its peak at 44%.",1.0
Sample 67,Increased Sharpness,When does the good rating reach the peak?,2013,The good rating reaches its peak in 2013 at 44%.,1.0
Sample 67,Super Increased Sharpness,When does the good rating reach the peak?,2013,The good rating reaches its peak in 2013.,1.0
Sample 67,Decreased Sharpness,When does the good rating reach the peak?,2013,In 2013.,0.9
Sample 67,Super Decreased Sharpness,When does the good rating reach the peak?,2013,"In 2013, when the ""Good"" rating was at 44%.",0.7
Sample 67,Inverted,When does the good rating reach the peak?,2013,The good rating peaks in 2013 at 44%.,1.0
Sample 67,Super Sharp and Super Saturated,When does the good rating reach the peak?,2013,In 2013.,0.9
Sample 68,Baseline,Which year witnessed the largest gap between two ratings?,2015,2015,1.0
Sample 68,Black and White,Which year witnessed the largest gap between two ratings?,2015,The largest gap between the two ratings occurred in 2015.,1.0
Sample 68,Vertically Stretched,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between the ratings.,0.4
Sample 68,Horizontally Stretched,Which year witnessed the largest gap between two ratings?,2015,"2015 witnessed the largest gap between the ratings, with 83% saying ""Bad"" and 17% saying ""Good.""",1.0
Sample 68,Squeezed Vertically,Which year witnessed the largest gap between two ratings?,2015,2015,1.0
Sample 68,Squeezed Horizontally,Which year witnessed the largest gap between two ratings?,2015,The largest gap between the two ratings occurred in 2018.,0.0
Sample 68,Downscaled,Which year witnessed the largest gap between two ratings?,2015,2018 witnessed the largest gap between the two ratings.,0.0
Sample 68,Upscaled,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between the ratings.,0.4
Sample 68,Increased Saturation,Which year witnessed the largest gap between two ratings?,2015,"2015 witnessed the largest gap, with ""Bad"" at 83% and ""Good"" at 17%.",1.0
Sample 68,Super Increased Saturation,Which year witnessed the largest gap between two ratings?,2015,2015,1.0
Sample 68,Decreased Saturation,Which year witnessed the largest gap between two ratings?,2015,2015,1.0
Sample 68,Super Decreased Saturation,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Increased Brightness,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Super Increased Brightness,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between the two ratings.,0.0
Sample 68,Decreased Brightness,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Super Decreased Brightness,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between the two ratings.,0.0
Sample 68,Increased Contrast,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between the two ratings.,0.7
Sample 68,Super Increased Contrast,Which year witnessed the largest gap between two ratings?,2015,2015,1.0
Sample 68,Decreased Contrast,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between the two ratings.,0.0
Sample 68,Super Decreased Contrast,Which year witnessed the largest gap between two ratings?,2015,2015,1.0
Sample 68,Increased Sharpness,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Super Increased Sharpness,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Decreased Sharpness,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Super Decreased Sharpness,Which year witnessed the largest gap between two ratings?,2015,2015.,1.0
Sample 68,Inverted,Which year witnessed the largest gap between two ratings?,2015,2015 witnessed the largest gap between two ratings (66 points).,0.7
Sample 68,Super Sharp and Super Saturated,Which year witnessed the largest gap between two ratings?,2015,"2015 demonstrated the largest gap between two ratings, with 83% rating the economic situation as ""Bad"" and 17% as ""Good,"" resulting in a 66% gap.",1.0
Sample 69,Baseline,When does the good rating reach the peak?,44362,The good rating reaches its peak in June 2015 at 55%.,0.0
Sample 69,Black and White,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Vertically Stretched,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Horizontally Stretched,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Squeezed Vertically,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Squeezed Horizontally,When does the good rating reach the peak?,44362,The good rating reaches its peak in February 2014 at 54%.,0.0
Sample 69,Downscaled,When does the good rating reach the peak?,44362,The good rating reaches its peak in February 2014 at 62%.,0.0
Sample 69,Upscaled,When does the good rating reach the peak?,44362,The good rating reaches the peak in January 2018 at 55%.,0.0
Sample 69,Increased Saturation,When does the good rating reach the peak?,44362,The good rating reaches the peak in June 2015 at 55%.,0.0
Sample 69,Super Increased Saturation,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Decreased Saturation,When does the good rating reach the peak?,44362,The good rating reaches its peak in June 2015 at 55%.,0.0
Sample 69,Super Decreased Saturation,When does the good rating reach the peak?,44362,June 2015.,0.0
Sample 69,Increased Brightness,When does the good rating reach the peak?,44362,The good rating peaks at 55% in 2015.,0.0
Sample 69,Super Increased Brightness,When does the good rating reach the peak?,44362,The good rating reaches the peak at 62%.,0.0
Sample 69,Decreased Brightness,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Super Decreased Brightness,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Increased Contrast,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Super Increased Contrast,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Decreased Contrast,When does the good rating reach the peak?,44362,The good rating reaches its peak in February 2014 at 62%.,0.0
Sample 69,Super Decreased Contrast,When does the good rating reach the peak?,44362,"The good rating reaches its peak in February 2014, at 54%.",0.0
Sample 69,Increased Sharpness,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 69,Super Increased Sharpness,When does the good rating reach the peak?,44362,The good rating reaches its peak in June 2015 at 55%.,0.0
Sample 69,Decreased Sharpness,When does the good rating reach the peak?,44362,The good rating reaches its peak in June 2015 at 55%.,0.0
Sample 69,Super Decreased Sharpness,When does the good rating reach the peak?,44362,"February 2014, when the good rating reaches 54%.",0.0
Sample 69,Inverted,When does the good rating reach the peak?,44362,The good rating peaks in February 2014 at 62%.,0.0
Sample 69,Super Sharp and Super Saturated,When does the good rating reach the peak?,44362,June 2015,0.0
Sample 70,Baseline,In which year the gap between the positive and negative ratings is the largest?,2018,The gap between the positive and negative ratings is largest in September 2018.,1.0
Sample 70,Black and White,In which year the gap between the positive and negative ratings is the largest?,2018,"In January 2018, the gap between the positive ratings (46%) and negative ratings (45%) is the smallest, indicating the largest gap between the positive ratings seen in February 2014 (54%) and the lowest seen in September 2018 (31%), a decline of 23 percentage points.",0.7
Sample 70,Vertically Stretched,In which year the gap between the positive and negative ratings is the largest?,2018,The gap between the positive and negative ratings is largest in February 2014.,0.0
Sample 70,Horizontally Stretched,In which year the gap between the positive and negative ratings is the largest?,2018,"In February 2014, the gap between the positive (54%) and negative (39%) ratings is the largest at 15 percentage points.",0.0
Sample 70,Squeezed Vertically,In which year the gap between the positive and negative ratings is the largest?,2018,2018,1.0
Sample 70,Squeezed Horizontally,In which year the gap between the positive and negative ratings is the largest?,2018,The gap between the positive and negative ratings is the largest in September 2018.,1.0
Sample 70,Downscaled,In which year the gap between the positive and negative ratings is the largest?,2018,"In February 2014, the gap between the positive (NET Excellent/good) and negative (NET Only fair/poor) ratings is the largest.",0.0
Sample 70,Upscaled,In which year the gap between the positive and negative ratings is the largest?,2018,February 2014,0.0
Sample 70,Increased Saturation,In which year the gap between the positive and negative ratings is the largest?,2018,2015,0.0
Sample 70,Super Increased Saturation,In which year the gap between the positive and negative ratings is the largest?,2018,February 2014.,0.0
Sample 70,Decreased Saturation,In which year the gap between the positive and negative ratings is the largest?,2018,"In 2014, the gap between the positive (54%) and negative (39%) ratings is the largest.",0.0
Sample 70,Super Decreased Saturation,In which year the gap between the positive and negative ratings is the largest?,2018,The gap between the positive and negative ratings is the largest in February 2014.,0.0
Sample 70,Increased Brightness,In which year the gap between the positive and negative ratings is the largest?,2018,2015,0.0
Sample 70,Super Increased Brightness,In which year the gap between the positive and negative ratings is the largest?,2018,2018,1.0
Sample 70,Decreased Brightness,In which year the gap between the positive and negative ratings is the largest?,2018,2018.,1.0
Sample 70,Super Decreased Brightness,In which year the gap between the positive and negative ratings is the largest?,2018,The gap between the positive and negative ratings is the largest in September 2018.,1.0
Sample 70,Increased Contrast,In which year the gap between the positive and negative ratings is the largest?,2018,"In June 2015, the gap between the positive (55%) and negative (34%) ratings is the largest, with a difference of 21 percentage points.",0.0
Sample 70,Super Increased Contrast,In which year the gap between the positive and negative ratings is the largest?,2018,February 2014,0.0
Sample 70,Decreased Contrast,In which year the gap between the positive and negative ratings is the largest?,2018,2014,0.0
Sample 70,Super Decreased Contrast,In which year the gap between the positive and negative ratings is the largest?,2018,February 2014.,0.0
Sample 70,Increased Sharpness,In which year the gap between the positive and negative ratings is the largest?,2018,"In 2018, the gap between the positive and negative ratings is the largest.",1.0
Sample 70,Super Increased Sharpness,In which year the gap between the positive and negative ratings is the largest?,2018,"In February 2014, the gap between positive (54%) and negative (39%) ratings is the largest (15 percentage points).",0.0
Sample 70,Decreased Sharpness,In which year the gap between the positive and negative ratings is the largest?,2018,"In September 2018, the gap between the positive (31%) and negative (62%) ratings is the largest.",0.0
Sample 70,Super Decreased Sharpness,In which year the gap between the positive and negative ratings is the largest?,2018,September 2018.,0.9
Sample 70,Inverted,In which year the gap between the positive and negative ratings is the largest?,2018,2014,0.0
Sample 70,Super Sharp and Super Saturated,In which year the gap between the positive and negative ratings is the largest?,2018,"In June 2015, the gap between the positive (55%) and negative (34%) ratings is the largest.",0.0
Sample 71,Baseline,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Black and White,What's the rightmost value of green graph?,64,63,0.9
Sample 71,Vertically Stretched,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Horizontally Stretched,What's the rightmost value of green graph?,64,The rightmost value of the green graph is 64.,1.0
Sample 71,Squeezed Vertically,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Squeezed Horizontally,What's the rightmost value of green graph?,64,The rightmost value of the green graph is 64.,1.0
Sample 71,Downscaled,What's the rightmost value of green graph?,64,63,0.9
Sample 71,Upscaled,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Increased Saturation,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Super Increased Saturation,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Decreased Saturation,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Super Decreased Saturation,What's the rightmost value of green graph?,64,63,0.9
Sample 71,Increased Brightness,What's the rightmost value of green graph?,64,63,0.9
Sample 71,Super Increased Brightness,What's the rightmost value of green graph?,64,The rightmost value of the green graph is 63.,0.7
Sample 71,Decreased Brightness,What's the rightmost value of green graph?,64,The rightmost value of the green graph is 64.,1.0
Sample 71,Super Decreased Brightness,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Increased Contrast,What's the rightmost value of green graph?,64,The rightmost value of the green graph is 64.,1.0
Sample 71,Super Increased Contrast,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Decreased Contrast,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Super Decreased Contrast,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Increased Sharpness,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Super Increased Sharpness,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Decreased Sharpness,What's the rightmost value of green graph?,64,The rightmost value of the green graph is 64.,1.0
Sample 71,Super Decreased Sharpness,What's the rightmost value of green graph?,64,64,1.0
Sample 71,Inverted,What's the rightmost value of green graph?,64,63,0.9
Sample 71,Super Sharp and Super Saturated,What's the rightmost value of green graph?,64,64,1.0
Sample 72,Baseline,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph (Germany) are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Black and White,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the U.S. graph are 62 and 64. Adding them gives 126. Multiplying by 3 results in 378.,0.7
Sample 72,Vertically Stretched,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Horizontally Stretched,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"The two rightmost values of the blue graph are 67 and 63. 

Sum: \(67 + 63 = 130\)

Multiplied by 3: \(130 \times 3 = 390\)

Result: 390",1.0
Sample 72,Squeezed Vertically,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 results in 390.,1.0
Sample 72,Squeezed Horizontally,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"67 + 63 = 130;  
130 * 3 = 390.",1.0
Sample 72,Downscaled,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 63 and 67. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Upscaled,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"The two rightmost values of the blue graph are 67 and 63. 

Adding them: 67 + 63 = 130

Multiplying by 3: 130 × 3 = 390

The result is 390.",1.0
Sample 72,Increased Saturation,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Super Increased Saturation,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Decreased Saturation,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"63 + 67 = 130;  
130 × 3 = 390.",1.0
Sample 72,Super Decreased Saturation,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"The two rightmost values of the blue graph are 67 and 63. 

Adding them: 67 + 63 = 130

Multiplying by 3: 130 × 3 = 390

The result is 390.",1.0
Sample 72,Increased Brightness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 results in 390.,1.0
Sample 72,Super Increased Brightness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 results in 390.,1.0
Sample 72,Decreased Brightness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Super Decreased Brightness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Their sum is 130. Multiplying by 3 gives 390.,1.0
Sample 72,Increased Contrast,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph (Germany) are 67 and 63. Adding them gives 130. Multiplying by 3 results in 390.,1.0
Sample 72,Super Increased Contrast,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,"The two rightmost values of the blue graph are 67 and 63. 

Adding them: 67 + 63 = 130

Multiplying by 3: 130 × 3 = 390

The result is 390.",1.0
Sample 72,Decreased Contrast,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Super Decreased Contrast,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 results in 390.,1.0
Sample 72,Increased Sharpness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Super Increased Sharpness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Decreased Sharpness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph (Germany) are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Super Decreased Sharpness,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 67 and 63. Adding them gives 130. Multiplying by 3 gives 390.,1.0
Sample 72,Inverted,"Add two rightmost values of blue graph, multiply it by 3, what's the result?",390,The two rightmost values of the blue graph are 62 and 64. Adding them gives 126. Multiplying by 3 gives 378.,0.9
